efi_key,unit,company_key,member_firm_code,profit_center_code,cost_center_code,gl_account_code,fe_person_number,fe_practice_group_key,fe_office_key,fe_team_key,lead_partner_person_number,lead_partner_practice_group_key,lead_partner_office_key,lead_partner_team_key,matter_number,vendor_code,document_text,document_date,document_number,transaction_document_type_key,posting_period,posting_date,document_currency_code,actual_amount_dc,office_currency_code,actual_amount_oc,group_currency_code,actual_amount_gc,budget_amount_gc,forecast_amount_gc,last_updated_date_utc_at_source,_ingest_date,_source_file,_source_system,_table,_lineage_id,_effective_start_datetime,_effective_end_datetime,_current_flag,hashed_pk
-1,Actual,CA11,NRFC,VAN1,VAN1BF1250,4000000000,Unknown,BF,VAN1,1250,144488,CS,VAN1,1501,1001119004,#,#,2026-02-26,9090844833,RV,202602,2026-02-26,CAD,864.5,CAD,864.5,USD,653.5034,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,720675bec588ebc23e4908a59a3cc39e
-1,Actual,US11,NRFUS,HOU1,HOU1BF1283,5050100000,Unknown,BF,HOU1,1283,0,#,#,#,#,#,Bonus  Anniversary,2026-03-31,100248872,SA,202603,2026-03-27,USD,250.0,USD,250.0,USD,250.0,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,9d11862d8e371367965195e2346c0bb2
-1,Actual,CA11,NRFC,QUE1,QUE1IP2251,4000000000,Unknown,IP,QUE1,2251,102371,IP,QUE1,2251,1001218429,#,#,2026-02-12,9090840600,RV,202602,2026-02-12,CAD,480.0,CAD,480.0,USD,362.8474,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,2b59ec259a8c50af5a008883456d4a2f
-1,Actual,CA11,NRFC,VAN1,VAN1EL2000,4003000000,Unknown,EL,VAN1,2000,153526,EL,VAN1,2000,1001339874,#,#,2026-02-27,9090845757,RV,202602,2026-02-27,CAD,-292.0,CAD,-292.0,USD,-220.7322,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,d3e9cfaff26f81a95885bd285e34afd1
-1,Actual,US11,NRFUS,HOU1,HOU1EL2003,6051000000,Unknown,EL,HOU1,2003,0,#,#,#,#,#,ER   Basic AD D,2026-02-15,100243897,SA,202602,2026-02-11,USD,11.28,USD,11.28,USD,11.28,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,5f7436cec6e69a44ff4e3720783865f1
-1,Actual,US11,NRFUS,CHI1,CHI1IP2256,4000000000,Unknown,IP,CHI1,2256,126828,IP,AUS1,2256,1001256002,#,#,2026-02-11,9495684243,RV,202602,2026-02-11,USD,550.0,USD,550.0,USD,550.0,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,34649860b81d5d0092f4c34839d30d99
-1,Actual,CA51,NRFC,OTT3,OTT3DR1754,6191200000,Unknown,DR,OTT3,1754,0,#,#,#,9000000495,103072,010052045504 Meghan Fougere Dinner with fellow OCA,2026-02-17,1900210346,KR,202602,2026-02-19,CAD,106.95,CAD,106.95,USD,80.8469,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,24b91595b8b47f011ac1117cd7ffd798
-1,Actual,US11,NRFUS,HOU1,HOU1EM3507,6010100000,Unknown,EM,HOU1,3507,0,#,#,#,#,#,ER   Medical,2026-01-15,100240126,SA,202601,2026-01-14,USD,1531.45,USD,1531.45,USD,1531.45,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,a46d754ae8bbae230c381cef8b050dcc
-1,Actual,CA11,NRFC,MTR1,MTR1NANA,6150000000,Unknown,NA,MTR1,NA,144345,DR,VAN1,1754,1001376756,#,#,2026-02-26,9090844829,RV,202602,2026-02-26,CAD,-25.0,CAD,-25.0,USD,-18.8983,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,7b4cb017c0635bc2f668438b5b504de3
-1,Actual,CA11,NRFC,TOR1,TOR1EL2000,4000000000,Unknown,EL,TOR1,2000,102960,CS,TOR1,1501,1001161814,#,#,2026-02-26,9090844820,RV,202602,2026-02-26,CAD,225.0,CAD,225.0,USD,170.0847,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,add75377df8943f7e4237f39905d6b9c
-1,Actual,SG11,NRFEMEA,SIN1,SIN1FN3757,6740000000,Unknown,FN,SIN1,3757,0,#,#,#,#,#,1303000000   Valuation on 20260131 Reversal,2026-01-31,100108625,FX,202602,2026-02-01,SGD,0.0,SGD,0.0,USD,0.0,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,5c5d3db9b2a8adeba394000671cdd902
-1,Actual,US11,NRFUS,SAT1,SAT1DR1779,4000000000,Unknown,DR,SAT1,1779,151058,EL,LAX1,2003,1001308128,#,#,2026-01-26,9495680283,RV,202601,2026-01-26,USD,7980.0,USD,7980.0,USD,7980.0,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,83f9ef96bda90ce91430e76df73e0198
-1,Actual,CA11,NRFC,QUE1,QUE1BF1250,4000000000,Unknown,BF,QUE1,1250,103642,BF,MTR1,1250,1001213233,#,#,2026-02-27,9090845829,RV,202602,2026-02-27,CAD,8289.5,CAD,8289.5,USD,6266.2998,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,5ee19259593bdf00861d974acfa38bfb
-1,Actual,GB11,NRFEMEA,LON1,LON1BF1286,4000000000,Unknown,BF,LON1,1286,108575,BF,LON1,1286,1001361545,#,#,2026-01-30,9205179687,RV,202601,2026-01-30,USD,116878.54,GBP,87274.28,USD,116947.3247,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,9a9bc2ad5138fef50c63708854ca9ddb
-1,Actual,SG12,NRFEMEA,SIN3,SIN3DR1782,6030200000,Unknown,DR,SIN3,1782,0,#,#,#,#,#,YTD Unutilise Leave for Jan Feb 26,2026-02-26,100021802,ZZ,202602,2026-02-26,SGD,3428.0,SGD,3428.0,USD,2640.4369,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,cd024f73e848e921ed58c3b92fe5640f
-1,Actual,US11,NRFUS,AUS1,AUS1IP2256,4000000000,Unknown,IP,AUS1,2256,126828,IP,AUS1,2256,1001370511,#,#,2026-01-22,9495679448,RV,202601,2026-01-22,USD,157.5,USD,157.5,USD,157.5,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,59e7f5a7d370b14d1403099182a2703f
-1,Actual,US11,NRFUS,HOU1,HOU1EM3500,6010000000,Unknown,EM,HOU1,3500,0,#,#,#,#,#,OASDI  ER,2026-01-15,100240125,SA,202601,2026-01-14,USD,505.05,USD,505.05,USD,505.05,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,4678fe4a0b2c21bd0c3a93d1be3da0d9
-1,Actual,NL11,NRFEMEA,AMS1,AMS1FN3757,6710000000,Unknown,FN,AMS1,3757,0,#,#,#,#,#,#,2026-01-15,2000037519,ZP,202601,2026-01-16,EUR,0.0,EUR,0.0,USD,0.0,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,d54c2dfa875cb7e94dfada05e90cbf28
-1,Actual,CA11,NRFC,TOR1,TOR1IP2253,4000000000,Unknown,IP,TOR1,2253,103724,IP,TOR1,2253,1001121127,#,#,2026-02-19,9090842430,RV,202602,2026-02-19,CAD,300.0,CAD,300.0,USD,226.7797,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,fa439039735a8596dca0421cf33f784b
-1,Actual,NL11,NRFEMEA,AMS1,AMS1FN3757,6740000000,Unknown,FN,AMS1,3757,0,#,#,#,#,#,2700000000   Valuation on 20260228,2026-02-28,100066912,FX,202602,2026-02-28,USD,0.0,EUR,-44.4,USD,-50.4202,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,c97961ee14efd80264b2b77f379b8681
-1,Actual,CA11,NRFC,QUE1,QUE1DR1754,4000000000,Unknown,DR,QUE1,1754,103778,CS,MTR1,1501,1001371467,#,#,2026-02-09,100358233,AB,202602,2026-02-11,CAD,-4120.0,CAD,-4120.0,USD,-3114.4406,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,be2c58068cfb4e7229ac24396c71ee7f
-1,Actual,CA11,NRFC,VAN1,VAN1BF1250,4000000000,Unknown,BF,VAN1,1250,144491,BF,VAN1,1250,1001281557,#,#,2025-10-15,100359044,AB,202602,2026-02-27,CAD,-2492.0,CAD,-2492.0,USD,-1883.783,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,45af835d73c1fc02dd5c7e451d45abf5
-1,Actual,SG11,NRFEMEA,SIN1,SIN1FN3757,6740000000,Unknown,FN,SIN1,3757,0,#,#,#,#,#,1310100010   Valuation on 20260131,2026-01-31,100108731,FX,202601,2026-01-31,GBP,0.0,SGD,0.0,USD,0.0,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,148642a82a50fc789059d034260680a7
-1,Actual,US11,NRFUS,WAS1,WAS1PS5279,4000000000,Unknown,PS,WAS1,5279,122454,DR,LAX1,1795,1001260420,#,#,2026-02-27,100245507,AB,202602,2026-02-27,USD,-279.5,USD,-279.5,USD,-279.5,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,d0d831806a8181fb254e59faeca6f083
-1,Actual,SG11,NRFEMEA,SIN1,SIN1FN3757,6730000000,Unknown,FN,SIN1,3757,0,#,#,#,#,#,2210100000   Valuation on 20251231 Reversal,2025-12-31,100107884,FX,202601,2026-01-01,SGD,0.0,SGD,0.0,USD,0.0,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,f72ba161dd232882069c2b2c1c92d87f
-1,Actual,US11,NRFUS,NYC1,LON1BF1286,4003000000,Unknown,BF,LON1,1286,124429,BF,NYC1,1281,1001370546,#,#,2026-02-17,9495685145,RV,202602,2026-02-17,USD,-438.59,USD,-438.59,USD,-438.59,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,572c6f4502cfb0938c443317b1bedbf8
-1,Actual,US11,NRFUS,HOU1,HOU1FN3750,6000000000,Unknown,FN,HOU1,3750,0,#,#,#,#,#,Straight Time,2026-01-15,100240125,SA,202601,2026-01-14,USD,529.19,USD,529.19,USD,529.19,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,ba6f16f955e456913c36fd6ad0020be5
-1,Actual,US11,NRFUS,HOU1,HOU1IT4032,6053100000,Unknown,IT,HOU1,4032,0,#,#,#,#,#,Profit Sharing Non PTR [USA],2026-03-15,100248175,SA,202603,2026-03-15,USD,-632.95,USD,-632.95,USD,-632.95,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,03894c014a5cf6b95c562e4e33df4265
-1,Actual,GB11,NRFEMEA,LON1,LON1BF1286,4000000000,Unknown,BF,LON1,1286,108575,BF,LON1,1286,1001365336,#,#,2026-02-04,8095042965,RC,202602,2026-02-04,GBP,-1361.22,GBP,-1361.22,USD,-1824.0315,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,df667c070d62857b2b032d0c5387d6b5
-1,Actual,CA11,NRFC,MTR1,MTR1EL2000,4000000000,Unknown,EL,MTR1,2000,102863,EL,QUE1,2000,1001340820,#,#,2026-02-24,9090843855,RV,202602,2026-02-24,CAD,197.5,CAD,197.5,USD,149.2966,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,de762cf3242c8c12b8fca759e6e3e8be
-1,ACTUAL,CA11,NRFC,MTR1,NYC1BF1281,4000000000,Unknown,BF,NYC1,1281,102605,BF,MTR1,1250,1001127725,IVUS11, ,2026-02-16,1900271127,KR,202602,2026-02-16,CAD,-263.34,CAD,-263.34,USD,-199.0672,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,2b03cb78aee72fdb44dca3fca17575aa
-1,Actual,CA11,NRFC,QUE1,QUE1IP2251,4310000000,Unknown,IP,QUE1,2251,102371,IP,QUE1,2251,1001187586,#,#,2026-02-03,8000065632,RC,202602,2026-02-03,CAD,-420.0,CAD,-420.0,USD,-317.4915,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,5c35bcb6723fea5487ba13a02dc2b18d
-1,Actual,US11,NRFUS,LAX1,LAX1DR1795,4000000000,Unknown,DR,LAX1,1795,124677,DR,LAX1,1795,1001144957,#,#,2026-01-23,9495679813,RV,202601,2026-01-23,USD,2198.8,USD,2198.8,USD,2198.8,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,25271c9ce938ae731b1c76a4ceaa6bde
-1,Actual,US11,NRFUS,AUS1,AUS1IP2256,4000000000,Unknown,IP,AUS1,2256,124567,IP,HOU1,2256,1001307205,#,#,2026-01-12,9495676410,RV,202601,2026-01-12,USD,110.0,USD,110.0,USD,110.0,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,e6528e2a48e892933a2d0167a85085d0
-1,Actual,SG11,NRFEMEA,SIN1,SIN1FN3757,6740000000,Unknown,FN,SIN1,3757,0,#,#,#,#,#,2210100000   Valuation on 20260131,2026-01-31,100108473,FX,202601,2026-01-31,GBP,0.0,SGD,128.58,USD,99.0395,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,167653ef1ee28a7083c172b979047f95
-1,Actual,SG12,NRFEMEA,SIN3,SIN3FN3757,6740000000,Unknown,FN,SIN3,3757,0,#,#,#,#,#,1640000000   Valuation on 20260131,2026-01-31,100021694,FX,202601,2026-01-31,GBP,0.0,SGD,0.0,USD,0.0,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,fec20fa11bb00201b160c486f38b40ba
-1,Actual,US11,NRFUS,NYC1,NYC1CS1501,4000000000,Unknown,CS,NYC1,1501,147992,CS,NYC1,1501,1001295160,#,#,2026-02-11,9495684232,RV,202602,2026-02-11,USD,542.0,USD,542.0,USD,542.0,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,8213e98576cb7bc31cbd2181be69f1cc
-1,Actual,CA51,NRFC,TOR3,TOR3PD5000,6190500000,Unknown,PD,TOR3,5000,0,#,#,#,9000000845,5000008172,University of Ottawa Pledge   Common Law Entrepren,2026-01-29,1900209521,KR,202602,2026-02-05,CAD,20000.0,CAD,20000.0,USD,15118.6436,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,9c5b38cf8b57a5781554f3fa3e252339
-1,Actual,SG11,NRFEMEA,SIN1,SIN1FN3757,6740000000,Unknown,FN,SIN1,3757,0,#,#,#,#,#,2210100000   Valuation on 20251231 Reversal,2025-12-31,100107869,FX,202601,2026-01-01,GBP,0.0,SGD,0.0,USD,0.0,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,86c64eab970ae58d9a10e4d68a7fe8cb
-1,Actual,US11,NRFUS,AUS1,AUS1IP2256,4000000000,Unknown,IP,AUS1,2256,124705,IP,AUS1,2256,1001330717,#,#,2026-02-26,9495688611,RV,202602,2026-02-26,USD,617.5,USD,617.5,USD,617.5,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,883579cd765bdc499801e7e2cf897ee5
